PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
337,1,3,Passenger 337,male,60,2,0,A/5 21171,371.88437668913525,C123,S
338,1,3,Passenger 338,male,72,2,0,A/5 21171,350.29439022169333,E789,Q
339,0,2,Passenger 339,male,68,0,1,A/5 21171,194.3489721553707,nan,C
340,0,1,Passenger 340,male,60,2,1,A/5 21171,248.62456509288498,B456,S
341,1,3,Passenger 341,male,12,1,1,A/5 21171,300.56468852240727,B456,C
342,0,2,Passenger 342,female,55,1,1,A/5 21171,122.78746139155938,B456,Q
343,0,3,Passenger 343,female,51,2,2,A/5 21171,333.3897996053872,C123,C
344,0,2,Passenger 344,male,65,0,0,A/5 21171,21.995372970211676,C123,C
345,0,1,Passenger 345,male,23,0,2,A/5 21171,142.66581890247082,E789,S
346,1,2,Passenger 346,female,8,1,0,A/5 21171,247.8846410452679,C123,S
347,0,1,Passenger 347,female,9,2,2,A/5 21171,446.9598071262415,B456,S
348,0,3,Passenger 348,male,13,1,1,A/5 21171,376.80913250866314,nan,C
349,0,3,Passenger 349,male,19,2,0,A/5 21171,357.55653325833805,B456,S
350,0,2,Passenger 350,female,47,2,1,A/5 21171,378.8529465435425,nan,C
351,1,3,Passenger 351,female,72,2,2,A/5 21171,410.41749627070027,B456,Q
352,0,1,Passenger 352,male,44,2,1,A/5 21171,152.6474979292161,nan,C
353,1,2,Passenger 353,male,64,0,2,A/5 21171,400.6376351626583,nan,S
354,0,3,Passenger 354,male,2,2,1,A/5 21171,103.61123348998579,nan,S
355,1,3,Passenger 355,female,38,0,1,A/5 21171,348.40156248219944,C123,C
356,0,2,Passenger 356,female,77,2,1,A/5 21171,437.57545897135356,nan,S
357,1,1,Passenger 357,female,46,0,2,A/5 21171,399.19637391107807,nan,Q
358,0,3,Passenger 358,male,18,1,2,A/5 21171,70.24661690307875,C123,Q
359,1,2,Passenger 359,female,7,2,1,A/5 21171,484.299326171836,E789,C
360,1,3,Passenger 360,female,24,2,0,A/5 21171,325.989078240814,C123,Q
361,0,1,Passenger 361,female,37,0,2,A/5 21171,463.45707764896366,B456,S
362,0,1,Passenger 362,male,64,1,2,A/5 21171,75.8151392373317,E789,Q
363,0,3,Passenger 363,female,19,1,2,A/5 21171,256.2282631243942,nan,S
364,1,3,Passenger 364,female,29,2,0,A/5 21171,434.09978022499376,B456,Q
365,0,2,Passenger 365,male,25,2,2,A/5 21171,356.4391200317699,B456,Q
366,0,3,Passenger 366,male,42,0,0,A/5 21171,111.24415584736812,E789,Q
367,1,2,Passenger 367,female,32,0,1,A/5 21171,36.971339309789826,C123,Q
368,1,1,Passenger 368,female,34,0,1,A/5 21171,261.97507928464313,nan,S
369,0,2,Passenger 369,female,44,1,2,A/5 21171,234.5631826707089,C123,Q
370,0,3,Passenger 370,male,62,2,0,A/5 21171,244.75260229192423,nan,S
371,0,2,Passenger 371,male,13,1,0,A/5 21171,209.87550390914905,C123,S
372,0,3,Passenger 372,male,72,0,0,A/5 21171,74.57579227327473,B456,S
373,0,2,Passenger 373,female,25,2,2,A/5 21171,473.6087953871403,C123,C
374,0,2,Passenger 374,female,73,0,2,A/5 21171,123.11706862779911,E789,Q
375,0,2,Passenger 375,female,23,2,1,A/5 21171,208.69618060570545,B456,S
376,1,3,Passenger 376,male,1,2,1,A/5 21171,290.4232534596231,E789,S
377,1,3,Passenger 377,male,53,1,1,A/5 21171,220.57487028926766,nan,Q
378,0,3,Passenger 378,female,55,0,2,A/5 21171,348.3432425455565,E789,S
379,1,2,Passenger 379,female,76,1,0,A/5 21171,33.14373700904572,nan,Q
380,1,1,Passenger 380,male,76,1,1,A/5 21171,278.11847993767987,nan,Q
381,1,3,Passenger 381,female,58,1,2,A/5 21171,119.9145853678696,C123,Q
382,1,2,Passenger 382,male,17,1,1,A/5 21171,368.85986601027923,C123,C
383,1,2,Passenger 383,male,74,2,1,A/5 21171,283.57147992348774,E789,Q
384,0,2,Passenger 384,male,36,0,0,A/5 21171,14.925996565870845,C123,Q
385,0,3,Passenger 385,female,8,1,0,A/5 21171,399.7616479560399,C123,Q
386,1,2,Passenger 386,female,41,1,1,A/5 21171,257.4411731890057,nan,S
387,1,2,Passenger 387,male,41,1,1,A/5 21171,471.38519431977164,C123,Q
388,0,3,Passenger 388,male,51,2,0,A/5 21171,154.2070712282066,nan,Q
389,0,3,Passenger 389,female,30,0,1,A/5 21171,62.976027374211256,nan,C
390,1,1,Passenger 390,male,18,1,1,A/5 21171,292.0867502055212,C123,C
391,0,2,Passenger 391,male,66,1,2,A/5 21171,435.53622470313104,E789,C
392,0,1,Passenger 392,male,56,1,0,A/5 21171,127.45705185343236,B456,S
393,1,1,Passenger 393,male,50,1,0,A/5 21171,279.42870812527997,E789,S
394,0,2,Passenger 394,female,14,1,2,A/5 21171,298.1278267068555,B456,C
395,1,1,Passenger 395,male,74,1,2,A/5 21171,498.44960089739925,E789,S
396,1,1,Passenger 396,male,62,2,1,A/5 21171,344.8167869265449,C123,S
397,0,3,Passenger 397,female,41,0,1,A/5 21171,476.77198195601693,E789,C
398,1,2,Passenger 398,male,36,0,0,A/5 21171,335.38833251501444,E789,C
399,0,3,Passenger 399,female,24,0,2,A/5 21171,25.653060169970967,C123,C
400,1,1,Passenger 400,male,57,0,2,A/5 21171,377.0008038734385,E789,Q
401,0,2,Passenger 401,male,36,0,2,A/5 21171,432.4184837224989,E789,S
402,0,3,Passenger 402,female,63,0,0,A/5 21171,214.37222379942202,nan,S
403,0,2,Passenger 403,male,59,2,2,A/5 21171,229.22846934766673,C123,S
404,1,2,Passenger 404,female,67,1,2,A/5 21171,432.2571237963166,nan,Q
405,1,3,Passenger 405,female,50,1,1,A/5 21171,252.35631946130061,C123,Q
406,0,3,Passenger 406,male,56,2,1,A/5 21171,163.70384594923448,nan,S
407,1,3,Passenger 407,male,26,0,0,A/5 21171,344.5252216352551,nan,S
408,0,1,Passenger 408,male,15,1,0,A/5 21171,241.21273438073885,C123,Q
409,1,1,Passenger 409,female,29,0,2,A/5 21171,491.02205705574715,E789,Q
410,0,3,Passenger 410,male,45,1,1,A/5 21171,408.02204819250187,nan,C
411,0,2,Passenger 411,male,28,0,2,A/5 21171,355.35135015464454,E789,C
412,0,3,Passenger 412,male,22,1,0,A/5 21171,459.63692660299756,E789,C
413,0,2,Passenger 413,male,13,0,2,A/5 21171,485.23939528481714,nan,S
414,0,3,Passenger 414,male,1,2,0,A/5 21171,160.26713034122596,B456,S
415,1,1,Passenger 415,male,40,1,1,A/5 21171,461.71705731495524,E789,Q
416,0,3,Passenger 416,female,16,2,1,A/5 21171,457.2474481339985,nan,S
417,0,3,Passenger 417,male,27,1,0,A/5 21171,314.78877732391345,C123,Q
418,1,2,Passenger 418,male,46,1,0,A/5 21171,367.68056427201947,B456,C
419,1,2,Passenger 419,male,50,0,2,A/5 21171,43.01865756650529,C123,S
420,0,3,Passenger 420,female,18,1,0,A/5 21171,307.17509129431994,C123,C
421,0,3,Passenger 421,male,69,2,1,A/5 21171,349.36715720815056,nan,S
422,0,3,Passenger 422,female,20,2,1,A/5 21171,120.22667917393913,nan,S
423,1,1,Passenger 423,female,4,2,0,A/5 21171,124.35862387494261,C123,Q
424,0,1,Passenger 424,male,37,1,2,A/5 21171,67.94700721937897,C123,C
425,0,2,Passenger 425,female,29,0,0,A/5 21171,85.3561847949648,E789,Q
426,1,3,Passenger 426,female,56,0,1,A/5 21171,308.3106429667508,nan,Q
427,0,2,Passenger 427,female,45,1,1,A/5 21171,460.54117630610943,B456,C
428,0,1,Passenger 428,female,56,1,0,A/5 21171,231.8077230955478,C123,Q
429,0,3,Passenger 429,female,58,1,2,A/5 21171,218.22293409008995,E789,Q
430,1,1,Passenger 430,female,23,0,2,A/5 21171,100.28965021552024,C123,Q
431,0,2,Passenger 431,male,54,1,1,A/5 21171,338.66377709630837,nan,S
432,0,1,Passenger 432,female,71,0,2,A/5 21171,509.1046597171845,C123,C
433,1,2,Passenger 433,male,68,2,1,A/5 21171,308.3204672338547,C123,S
434,0,2,Passenger 434,male,17,1,0,A/5 21171,167.3191919803255,nan,C
435,0,2,Passenger 435,female,63,1,1,A/5 21171,367.85104703288096,nan,S
436,1,2,Passenger 436,female,63,2,1,A/5 21171,309.1745428322954,B456,S
437,0,3,Passenger 437,male,15,2,1,A/5 21171,261.6741480633733,E789,Q
438,0,1,Passenger 438,male,4,1,1,A/5 21171,164.32012494361578,nan,C
439,0,1,Passenger 439,male,27,2,2,A/5 21171,84.77704610589589,E789,S
440,0,3,Passenger 440,female,67,0,1,A/5 21171,383.08184640768945,C123,Q
441,0,2,Passenger 441,male,77,0,1,A/5 21171,157.20520300364694,E789,C
442,1,1,Passenger 442,female,78,2,1,A/5 21171,451.2473391980186,nan,Q
443,0,1,Passenger 443,female,10,0,2,A/5 21171,51.18878373815942,E789,C
444,1,1,Passenger 444,male,12,2,2,A/5 21171,351.71711979273465,B456,S
445,0,2,Passenger 445,male,41,1,0,A/5 21171,346.2970121997845,C123,S
446,0,3,Passenger 446,female,39,1,0,A/5 21171,58.6309375339182,nan,S
447,0,1,Passenger 447,female,27,2,0,A/5 21171,230.36998970145157,C123,Q
448,1,2,Passenger 448,male,54,0,1,A/5 21171,508.76241553407164,C123,C
449,1,1,Passenger 449,female,46,0,0,A/5 21171,504.76252516738475,B456,Q
450,1,1,Passenger 450,male,68,1,0,A/5 21171,142.0983751289,E789,S
451,1,2,Passenger 451,female,39,2,2,A/5 21171,374.01337369789064,E789,Q
452,1,3,Passenger 452,male,71,2,0,A/5 21171,251.6426437310328,nan,C
453,0,2,Passenger 453,male,60,1,1,A/5 21171,238.51575321132043,C123,S
454,0,2,Passenger 454,male,69,1,1,A/5 21171,484.5123760573491,B456,S
455,0,2,Passenger 455,female,50,2,0,A/5 21171,244.83590470812408,C123,Q
456,1,2,Passenger 456,male,74,0,2,A/5 21171,287.48677219261816,B456,S
457,1,2,Passenger 457,male,20,1,1,A/5 21171,337.09285761570465,B456,C
458,1,3,Passenger 458,male,44,1,0,A/5 21171,418.38520380511983,C123,S
459,0,1,Passenger 459,female,78,1,0,A/5 21171,392.2018674210488,B456,Q
460,0,3,Passenger 460,female,24,2,2,A/5 21171,31.973250641582204,nan,C
461,0,3,Passenger 461,male,74,0,0,A/5 21171,492.59694629182127,C123,Q
462,1,1,Passenger 462,male,50,2,1,A/5 21171,328.092690674202,B456,Q
463,0,2,Passenger 463,male,61,0,0,A/5 21171,180.91020830982563,E789,Q
464,0,1,Passenger 464,female,41,1,2,A/5 21171,437.06981091198116,nan,S
465,1,1,Passenger 465,female,16,0,1,A/5 21171,509.7290915791503,B456,S
466,0,1,Passenger 466,male,68,2,2,A/5 21171,66.34046180462896,C123,Q
467,0,3,Passenger 467,male,13,0,2,A/5 21171,99.47722271182663,C123,S
468,1,1,Passenger 468,male,14,0,1,A/5 21171,432.8112772763114,nan,Q
469,0,1,Passenger 469,male,74,2,0,A/5 21171,383.2923569738426,E789,C
470,1,3,Passenger 470,male,4,0,2,A/5 21171,444.3876834648847,B456,C
471,0,3,Passenger 471,female,47,0,0,A/5 21171,117.8519902265665,nan,S
472,0,1,Passenger 472,female,11,2,0,A/5 21171,180.67745875049164,nan,S
473,0,2,Passenger 473,female,49,2,2,A/5 21171,405.80861969716,E789,S
474,1,2,Passenger 474,male,61,2,0,A/5 21171,493.98895727212266,C123,S
475,1,2,Passenger 475,male,43,2,2,A/5 21171,478.59136974792443,B456,S
476,0,1,Passenger 476,female,5,1,0,A/5 21171,484.6053918995714,E789,S
477,0,2,Passenger 477,female,10,2,1,A/5 21171,435.8673134770534,nan,Q
478,0,1,Passenger 478,female,8,1,1,A/5 21171,338.45130521069916,B456,S
479,1,1,Passenger 479,female,38,0,1,A/5 21171,380.8899001978936,E789,C
480,0,3,Passenger 480,female,18,2,1,A/5 21171,199.70686931972756,C123,S
481,1,2,Passenger 481,female,11,0,2,A/5 21171,356.7062044068102,E789,Q
482,0,1,Passenger 482,female,34,1,1,A/5 21171,420.2741153082844,B456,S
483,1,2,Passenger 483,male,28,1,2,A/5 21171,126.6365360679961,E789,S
484,0,2,Passenger 484,female,40,1,2,A/5 21171,3.860322220800971,B456,C
485,0,2,Passenger 485,female,26,1,0,A/5 21171,233.45811516848966,B456,S
486,1,1,Passenger 486,male,37,0,2,A/5 21171,434.4603315992359,C123,C
487,0,3,Passenger 487,female,61,1,0,A/5 21171,326.6653434669012,nan,Q
488,1,2,Passenger 488,female,19,0,0,A/5 21171,460.51524205433594,C123,S
489,0,1,Passenger 489,male,12,2,2,A/5 21171,58.29317707496406,C123,C
490,0,2,Passenger 490,male,27,2,1,A/5 21171,288.45957682145354,C123,Q
491,0,1,Passenger 491,male,42,2,1,A/5 21171,377.7609567227369,nan,Q
492,0,2,Passenger 492,male,68,1,2,A/5 21171,30.032433300752736,C123,C
493,1,1,Passenger 493,female,10,0,0,A/5 21171,26.25124071723933,B456,S
494,1,1,Passenger 494,female,2,2,1,A/5 21171,290.9234179545898,C123,S
495,1,3,Passenger 495,female,65,2,1,A/5 21171,283.52032118923773,E789,S
496,1,3,Passenger 496,male,31,0,0,A/5 21171,370.9051941989986,E789,Q
497,1,1,Passenger 497,male,28,2,1,A/5 21171,247.4571404212353,E789,Q
498,1,3,Passenger 498,male,77,2,0,A/5 21171,355.8785687706816,E789,C
499,1,3,Passenger 499,female,6,2,1,A/5 21171,125.49551612528586,E789,C
500,0,2,Passenger 500,female,78,2,0,A/5 21171,277.6442439015566,E789,S
501,0,3,Passenger 501,male,41,1,2,A/5 21171,312.68757250357515,C123,Q
502,0,2,Passenger 502,female,6,2,2,A/5 21171,177.87050841356054,E789,C
503,0,2,Passenger 503,female,61,2,1,A/5 21171,317.7733736561624,C123,C
504,0,2,Passenger 504,male,53,1,1,A/5 21171,503.3436805076144,nan,Q
505,1,2,Passenger 505,female,68,2,0,A/5 21171,10.390676727084934,C123,C
506,1,3,Passenger 506,female,11,2,2,A/5 21171,104.69914662447748,C123,Q
507,1,2,Passenger 507,male,53,1,2,A/5 21171,161.69098929619935,E789,S
508,0,3,Passenger 508,female,11,2,0,A/5 21171,413.21445167660676,C123,Q
509,1,1,Passenger 509,female,13,1,1,A/5 21171,384.75268349623997,B456,C
510,0,2,Passenger 510,female,23,0,0,A/5 21171,316.5489429423744,C123,Q
511,1,3,Passenger 511,female,20,0,0,A/5 21171,289.91220851166696,C123,Q
512,0,2,Passenger 512,female,70,1,2,A/5 21171,137.9423292321668,B456,C
513,0,3,Passenger 513,female,69,0,0,A/5 21171,140.98868173253513,nan,C
514,0,2,Passenger 514,female,73,1,2,A/5 21171,6.924451261318022,E789,C
515,0,2,Passenger 515,female,70,2,1,A/5 21171,17.548176277447354,E789,C
516,0,2,Passenger 516,female,49,1,2,A/5 21171,503.1734801492504,C123,C
517,0,1,Passenger 517,male,36,0,0,A/5 21171,498.7264355976496,C123,S
518,1,3,Passenger 518,male,10,2,0,A/5 21171,108.54640870244634,nan,S
519,0,2,Passenger 519,male,5,0,0,A/5 21171,331.1724435424836,C123,C
520,0,1,Passenger 520,male,70,0,0,A/5 21171,483.66713556461696,E789,Q
521,0,2,Passenger 521,female,36,1,0,A/5 21171,44.39899247624669,E789,Q
522,0,2,Passenger 522,male,13,2,2,A/5 21171,467.2358488731419,C123,Q
523,0,2,Passenger 523,female,44,0,2,A/5 21171,363.67703847332865,E789,C
524,1,3,Passenger 524,male,41,0,2,A/5 21171,348.7027191206324,E789,S
525,0,2,Passenger 525,female,52,2,0,A/5 21171,393.4516527261919,nan,Q
526,0,2,Passenger 526,female,65,1,0,A/5 21171,290.76199243892904,B456,S
527,0,3,Passenger 527,male,65,1,0,A/5 21171,374.16217784142145,C123,S
528,0,1,Passenger 528,male,32,0,0,A/5 21171,160.3286498090077,B456,C
529,0,3,Passenger 529,female,44,2,1,A/5 21171,32.27506264556915,C123,C
530,1,3,Passenger 530,female,32,1,2,A/5 21171,50.66984845753789,B456,C
531,1,1,Passenger 531,female,78,0,1,A/5 21171,94.49147283346448,B456,Q
532,0,1,Passenger 532,male,79,2,1,A/5 21171,472.7523290744334,C123,C
533,0,3,Passenger 533,male,2,2,2,A/5 21171,494.0625743830085,C123,Q
534,1,1,Passenger 534,female,53,2,1,A/5 21171,347.4461368570798,nan,Q
535,1,2,Passenger 535,male,66,0,1,A/5 21171,132.71778750305327,C123,Q
536,0,3,Passenger 536,female,61,0,0,A/5 21171,288.4913300427258,nan,C
537,0,2,Passenger 537,female,20,0,1,A/5 21171,214.30733985953336,B456,Q
538,0,1,Passenger 538,female,21,1,0,A/5 21171,350.74638135762615,B456,C
539,1,2,Passenger 539,male,12,2,2,A/5 21171,215.74507842187293,C123,S
540,1,1,Passenger 540,female,4,1,2,A/5 21171,498.0983236236424,E789,Q
541,0,1,Passenger 541,female,30,1,1,A/5 21171,172.87143490489785,nan,Q
542,1,1,Passenger 542,female,16,1,0,A/5 21171,360.2329288650709,B456,C
543,1,3,Passenger 543,male,34,2,2,A/5 21171,467.7594434149047,B456,Q
544,0,1,Passenger 544,male,47,0,1,A/5 21171,250.38500283197482,B456,Q
545,0,3,Passenger 545,female,55,0,1,A/5 21171,5.912569223518284,C123,Q
546,1,2,Passenger 546,female,23,1,0,A/5 21171,424.09096240314864,nan,Q
547,0,2,Passenger 547,male,61,1,1,A/5 21171,83.31237751743208,E789,S
548,0,3,Passenger 548,female,46,1,2,A/5 21171,402.89824622254474,E789,Q
549,0,1,Passenger 549,male,38,0,2,A/5 21171,287.8610961933212,E789,Q
550,0,2,Passenger 550,male,45,1,1,A/5 21171,309.1545098749877,C123,S
551,0,3,Passenger 551,male,46,2,0,A/5 21171,159.43395566326103,nan,C
552,0,1,Passenger 552,male,15,0,0,A/5 21171,150.61171435550858,B456,Q
553,0,1,Passenger 553,male,46,1,0,A/5 21171,173.81697557700076,B456,C
554,0,3,Passenger 554,female,13,1,0,A/5 21171,79.29063735603876,B456,C
555,0,1,Passenger 555,female,6,0,2,A/5 21171,300.1566439922523,E789,S
556,1,2,Passenger 556,male,3,2,1,A/5 21171,216.51459622758904,C123,C
557,1,3,Passenger 557,male,63,0,1,A/5 21171,403.66085468947756,C123,C
558,1,2,Passenger 558,female,60,1,1,A/5 21171,72.90180884896927,C123,Q
559,0,1,Passenger 559,male,56,2,2,A/5 21171,312.0825849971409,E789,C
560,0,2,Passenger 560,male,17,2,2,A/5 21171,28.299265175204667,nan,C
561,0,2,Passenger 561,male,50,0,1,A/5 21171,291.85704720072704,C123,S
562,0,3,Passenger 562,female,57,1,2,A/5 21171,393.5393810358345,B456,Q
563,1,3,Passenger 563,female,4,2,1,A/5 21171,31.445107240111486,B456,Q
564,1,1,Passenger 564,male,42,1,1,A/5 21171,47.028092097176234,B456,C
565,0,2,Passenger 565,male,38,1,0,A/5 21171,240.21896150867357,C123,Q
566,0,1,Passenger 566,female,43,2,2,A/5 21171,33.71295369557731,C123,C
567,0,3,Passenger 567,male,14,0,1,A/5 21171,13.598832320470095,nan,S
568,0,1,Passenger 568,female,25,2,1,A/5 21171,320.97590051395434,C123,Q
569,0,3,Passenger 569,male,74,0,0,A/5 21171,459.45277857599444,nan,C
570,0,1,Passenger 570,male,52,2,2,A/5 21171,259.5644178848015,nan,Q
571,1,2,Passenger 571,male,15,1,2,A/5 21171,212.87904208786105,nan,C
572,1,1,Passenger 572,male,58,0,1,A/5 21171,366.1574295234982,nan,C
573,0,3,Passenger 573,female,32,0,2,A/5 21171,241.29318311569608,nan,Q
574,1,1,Passenger 574,male,39,0,1,A/5 21171,236.57804215168522,B456,C
575,0,3,Passenger 575,female,53,0,1,A/5 21171,164.554039898382,C123,C
576,1,3,Passenger 576,male,1,0,2,A/5 21171,379.7310513475063,C123,C
577,1,1,Passenger 577,female,40,2,0,A/5 21171,99.98868790466203,E789,Q
578,1,3,Passenger 578,female,38,0,2,A/5 21171,77.70271004617246,B456,S
579,0,2,Passenger 579,female,30,2,2,A/5 21171,234.6930525337803,E789,Q
580,1,2,Passenger 580,male,62,2,2,A/5 21171,230.5382464656444,B456,Q
581,1,3,Passenger 581,male,70,0,1,A/5 21171,475.4755814033428,nan,S
582,1,2,Passenger 582,female,77,2,2,A/5 21171,53.98298618965344,E789,S
583,0,1,Passenger 583,female,51,0,1,A/5 21171,107.015339720916,B456,S
584,0,3,Passenger 584,male,11,1,0,A/5 21171,243.95015982820365,E789,Q
585,1,3,Passenger 585,male,46,1,2,A/5 21171,358.0625145355553,B456,C
586,0,1,Passenger 586,male,71,2,0,A/5 21171,456.0760748021216,nan,S
587,0,1,Passenger 587,female,41,0,2,A/5 21171,342.238577084174,C123,C
588,1,1,Passenger 588,male,17,0,0,A/5 21171,423.6233783221194,B456,C
589,0,1,Passenger 589,female,6,2,1,A/5 21171,202.18525795625587,nan,S
590,1,1,Passenger 590,female,17,0,0,A/5 21171,26.189367940651582,E789,C
591,0,2,Passenger 591,male,64,1,0,A/5 21171,356.12020560897037,C123,S
592,0,2,Passenger 592,female,26,0,0,A/5 21171,259.85981637847806,nan,S
593,0,3,Passenger 593,male,22,2,1,A/5 21171,307.4189859878944,E789,Q
594,0,3,Passenger 594,female,11,2,2,A/5 21171,277.7527284610401,B456,S
595,1,2,Passenger 595,female,5,2,0,A/5 21171,169.34309066720377,E789,Q
596,1,2,Passenger 596,female,17,2,1,A/5 21171,57.925365415392946,nan,Q
597,1,3,Passenger 597,male,24,2,0,A/5 21171,247.7526682735771,B456,Q
598,1,1,Passenger 598,male,39,0,1,A/5 21171,261.58051112845385,E789,C
599,0,3,Passenger 599,female,23,1,1,A/5 21171,76.21158556214363,E789,C
600,1,1,Passenger 600,male,46,0,0,A/5 21171,466.13830855000015,C123,C
601,1,1,Passenger 601,male,66,1,1,A/5 21171,186.98772020792066,B456,C
602,1,1,Passenger 602,female,59,0,2,A/5 21171,273.9298836280511,E789,C
603,0,3,Passenger 603,female,38,1,0,A/5 21171,456.4803485715506,C123,C
604,1,2,Passenger 604,female,5,2,1,A/5 21171,39.06087211157687,nan,Q
605,0,1,Passenger 605,male,57,1,0,A/5 21171,300.0669117278975,B456,S
606,0,3,Passenger 606,male,60,1,1,A/5 21171,38.96294917870853,C123,C
607,0,1,Passenger 607,male,1,1,0,A/5 21171,61.476233205530946,B456,C
608,0,2,Passenger 608,male,51,2,2,A/5 21171,321.58243198312107,B456,Q
609,0,2,Passenger 609,female,21,2,2,A/5 21171,84.42586567110537,E789,C
610,1,2,Passenger 610,female,78,2,1,A/5 21171,39.21606354888341,C123,C
611,1,3,Passenger 611,female,40,1,2,A/5 21171,23.713541485994803,nan,S
612,0,2,Passenger 612,female,35,2,2,A/5 21171,25.475363524318492,nan,C
613,0,1,Passenger 613,male,41,0,0,A/5 21171,455.040102758969,nan,S
614,0,3,Passenger 614,female,48,0,0,A/5 21171,240.94349728197906,B456,S
615,0,3,Passenger 615,female,32,2,1,A/5 21171,447.3265131258146,B456,Q
616,0,2,Passenger 616,male,33,0,2,A/5 21171,9.423799910431205,nan,S
617,0,1,Passenger 617,male,57,0,2,A/5 21171,61.93888967316562,nan,C
618,0,2,Passenger 618,male,1,0,0,A/5 21171,256.5042215712127,B456,C
619,1,3,Passenger 619,male,15,2,2,A/5 21171,32.9617811841502,E789,S
620,1,2,Passenger 620,male,23,1,0,A/5 21171,131.29566258389792,B456,C
621,0,2,Passenger 621,male,19,1,1,A/5 21171,75.41370296070252,nan,S
622,1,1,Passenger 622,female,27,2,1,A/5 21171,102.65825324522072,E789,S
623,0,1,Passenger 623,female,59,2,1,A/5 21171,507.44846658595304,B456,Q
624,0,3,Passenger 624,male,58,1,1,A/5 21171,235.28224236463183,C123,Q
625,1,1,Passenger 625,male,41,0,2,A/5 21171,281.91571458897164,C123,S
626,1,3,Passenger 626,female,3,0,0,A/5 21171,359.2371584570441,C123,Q
627,1,2,Passenger 627,male,45,0,1,A/5 21171,85.37378610852018,nan,S
628,0,2,Passenger 628,male,21,1,1,A/5 21171,434.31752947703484,B456,Q
629,1,3,Passenger 629,male,23,2,2,A/5 21171,366.6278922436299,C123,C
630,0,1,Passenger 630,male,29,2,2,A/5 21171,140.32165835117155,E789,C
631,0,3,Passenger 631,female,49,2,0,A/5 21171,333.9609446385805,B456,C
632,1,2,Passenger 632,male,51,0,2,A/5 21171,87.7354765204628,nan,S
633,1,2,Passenger 633,female,43,0,1,A/5 21171,472.4741366275377,B456,Q
634,1,1,Passenger 634,female,26,2,1,A/5 21171,190.3446496567578,nan,Q
635,1,1,Passenger 635,female,40,1,0,A/5 21171,30.17466591098079,C123,S
636,0,2,Passenger 636,female,34,0,2,A/5 21171,311.7228947979351,nan,S
637,0,2,Passenger 637,male,66,2,2,A/5 21171,275.3100834271889,C123,C
638,0,3,Passenger 638,female,64,0,2,A/5 21171,226.49840752571708,C123,Q
639,0,3,Passenger 639,male,19,1,0,A/5 21171,307.99249842333023,C123,Q
640,1,3,Passenger 640,male,1,2,1,A/5 21171,502.47885551560466,C123,C
641,0,2,Passenger 641,male,58,2,2,A/5 21171,59.701694422170334,C123,C
642,0,3,Passenger 642,female,3,0,0,A/5 21171,338.05506710178497,C123,C
643,1,2,Passenger 643,male,10,2,2,A/5 21171,212.03126843918668,E789,C
644,0,2,Passenger 644,male,16,1,2,A/5 21171,152.14677413944713,B456,S
645,1,3,Passenger 645,female,25,0,2,A/5 21171,175.34095758553687,E789,S
646,0,1,Passenger 646,male,50,0,1,A/5 21171,66.76339942816128,nan,S
647,0,1,Passenger 647,male,41,0,1,A/5 21171,469.2818532346094,nan,Q
648,1,3,Passenger 648,male,22,1,2,A/5 21171,11.250710183943777,E789,C
649,0,1,Passenger 649,male,60,0,0,A/5 21171,145.37004346856236,nan,S
650,1,1,Passenger 650,male,78,2,0,A/5 21171,118.59249573837859,nan,Q
651,0,1,Passenger 651,male,1,0,2,A/5 21171,36.39437504010866,nan,C
652,0,2,Passenger 652,female,32,2,2,A/5 21171,367.81439084791344,C123,Q
653,1,1,Passenger 653,female,25,0,0,A/5 21171,58.41679479737771,B456,Q
654,0,2,Passenger 654,female,23,0,1,A/5 21171,133.18526188779205,C123,S
655,0,1,Passenger 655,female,30,2,2,A/5 21171,108.01081154912517,B456,C
656,1,2,Passenger 656,female,54,2,0,A/5 21171,26.713491324043645,C123,S
657,0,3,Passenger 657,female,20,0,2,A/5 21171,485.79482364419437,C123,Q
658,1,2,Passenger 658,male,25,0,0,A/5 21171,165.1330463855446,C123,Q
659,0,3,Passenger 659,male,37,2,0,A/5 21171,98.72018749509377,C123,Q
660,0,1,Passenger 660,female,23,0,2,A/5 21171,312.037722830203,C123,Q
661,1,2,Passenger 661,male,21,0,1,A/5 21171,413.76100810886606,nan,Q
662,0,3,Passenger 662,female,9,1,0,A/5 21171,191.30747943067652,C123,Q
663,1,1,Passenger 663,male,1,0,0,A/5 21171,156.49069555197713,C123,Q
664,0,2,Passenger 664,female,19,2,0,A/5 21171,214.9395847712236,C123,S
665,1,1,Passenger 665,female,44,2,0,A/5 21171,460.21642893043065,nan,S
666,0,2,Passenger 666,male,46,0,1,A/5 21171,399.56205338105957,B456,Q
667,0,3,Passenger 667,female,39,2,1,A/5 21171,468.9670285881774,B456,Q
668,0,3,Passenger 668,male,78,1,0,A/5 21171,191.21021486598647,B456,Q
669,1,1,Passenger 669,female,23,1,0,A/5 21171,382.1658669649346,nan,C
670,0,3,Passenger 670,male,13,2,0,A/5 21171,89.43933585994127,nan,Q
671,0,3,Passenger 671,female,73,1,1,A/5 21171,159.3809215614085,B456,C
672,1,1,Passenger 672,male,61,1,1,A/5 21171,429.3792337546987,nan,Q
673,0,2,Passenger 673,female,59,0,0,A/5 21171,392.89420432220567,B456,Q
